title,genre,original_language,release_date,ratings
Satan,"Comedy,Horror,Thriller",fr,2006-02-01,5.7
Battle for the Planet of the Apes,"Action,Science Fiction",en,1973-06-15,5.7
30 Minutes or Less,"Action,Adventure,Comedy",en,2011-08-11,5.7
Ex,Comedy,it,2009-02-06,5.7
Laws of Attraction,"Comedy,Romance",en,2004-04-04,5.7
Wrong Turn 4: Bloody Beginnings,"Horror,Thriller",en,2011-10-17,5.7
Eight Legged Freaks,"Action,Comedy,Horror,Thriller",en,2002-07-17,5.7
Blood: The Last Vampire,"Action,Adventure,Horror,Science Fiction,Thriller",en,2009-04-02,5.7
Pixels,"Action,Comedy,Science Fiction",en,2015-07-16,5.7
Superman Returns,"Science Fiction,Action,Adventure",en,2006-06-28,5.7
My Big Gay Italian Wedding,Comedy,it,2018-03-01,5.7
247°F,"Horror,Thriller",en,2011-09-01,5.7
Hick,"Comedy,Drama",en,2011-09-10,5.7
Escape from Planet Earth,"Animation,Comedy,Adventure,Family,Science Fiction",en,2012-12-27,5.7
The Chase,"Adventure,Comedy,Action,Crime",en,1994-03-04,5.7
Let's Go to Prison,"Comedy,Crime",en,2006-11-17,5.7
The Thaw,"Horror,Science Fiction,Thriller",en,2009-01-01,5.7
Ringu 2,"Horror,Mystery,Science Fiction",ja,1999-01-23,5.7
Tarzan,"Animation,Action,Adventure,Family",en,2013-10-17,5.7
Win a Date with Tad Hamilton!,"Comedy,Romance",en,2004-01-23,5.7
Synchronicity,"Thriller,Mystery,Science Fiction",en,2015-07-22,5.7
Maggie's Plan,"Drama,Comedy,Romance",en,2016-04-27,5.7
Alvin and the Chipmunks: Chipwrecked,"Comedy,Fantasy,Family,Music,Animation",en,2011-12-14,5.7
Bandslam,"Comedy,Drama,Family,Music,Romance",en,2009-08-06,5.7
Ben-Hur,"Action,History,Adventure,Drama",en,2016-08-17,5.7
America's Sweethearts,"Comedy,Romance",en,2001-07-17,5.7
Arkansas,"Crime,Thriller",en,2020-05-05,5.7
The Curse of La Llorona,"Horror,Thriller",en,2019-04-17,5.7
A Fantastic Fear of Everything,"Comedy,Thriller,Horror",en,2012-06-07,5.7
Gamer,"Action,Thriller,Science Fiction",en,2009-09-03,5.7
License to Wed,Comedy,en,2007-07-04,5.7
Megalodon,"Action,Science Fiction,Horror,TV Movie",en,2018-08-10,5.7
Rough Night,"Drama,Comedy",en,2017-06-15,5.7
S.W.A.T.: Firefight,"Action,Crime,Thriller",en,2011-03-01,5.7
Darkness,Horror,en,2002-10-11,5.7
Momentum,"Action,Crime,Thriller",en,2015-10-15,5.7
The Atticus Institute,Horror,en,2015-01-20,5.7
Life or Something Like It,"Comedy,Drama,Romance",en,2002-04-24,5.7
Wrath of the Titans,"Fantasy,Adventure",en,2012-03-28,5.7
Prey,"Adventure,Horror,Thriller",en,2007-01-30,5.7
The Whole Ten Yards,"Comedy,Thriller,Crime",en,2004-04-07,5.7
The Hurricane Heist,"Action,Crime,Thriller",en,2018-02-28,5.7
The NeverEnding Story II: The Next Chapter,"Drama,Family,Fantasy,Adventure",en,1990-10-24,5.7
Bubble Boy,"Comedy,Adventure,Romance",en,2001-08-24,5.7
Fantozzi The Return,Comedy,it,1996-12-20,5.7
Legally Blondes,Comedy,en,2009-04-28,5.7
The Remaining,"Thriller,Horror",en,2014-08-25,5.7
Cosmopolis,Drama,en,2012-05-25,5.7
The Pact,"Horror,Mystery,Thriller",en,2012-05-25,5.7
47 Meters Down: Uncaged,"Horror,Drama,Adventure",en,2019-08-15,5.7
Flatliners,"Drama,Horror,Thriller",en,2017-09-28,5.7
The Messengers,"Mystery,Thriller,Horror",en,2007-02-02,5.7
Armored,"Action,Crime,Drama,Thriller,Mystery",en,2009-12-04,5.7
The Heartbreak Kid,"Comedy,Romance",en,2007-10-05,5.7
The Factory,"Crime,Thriller,Mystery",en,2011-10-19,5.7
Metro,"Action,Adventure,Comedy,Crime,Thriller",en,1997-01-16,5.7
I Spit on Your Grave III: Vengeance is Mine,"Horror,Thriller",en,2015-10-01,5.7
Children of the Corn,"Horror,Thriller",en,1984-03-09,5.7
Fool's Gold,"Romance,Comedy,Adventure",en,2008-02-07,5.7
Red Planet,"Thriller,Action,Science Fiction",en,2000-11-10,5.7
The Rage: Carrie 2,"Horror,Thriller,Science Fiction",en,1999-03-11,5.7
The Hunters,"Adventure,TV Movie",en,2013-10-25,5.7
The Reef,"Drama,Horror,Thriller",en,2010-05-15,5.7
The Tuxedo,"Thriller,Action,Comedy,Science Fiction",en,2002-09-27,5.7
Taxi 3,"Action,Comedy",fr,2003-01-29,5.7
Jay and Silent Bob Reboot,Comedy,en,2019-10-15,5.7
Hatchet III,"Horror,Thriller,Comedy,Action",en,2013-06-14,5.7
Doctor Dolittle,"Comedy,Family,Fantasy",en,1998-06-26,5.7
Back to Mom's,Comedy,fr,2016-06-01,5.7
Final Analysis,"Drama,Thriller,Romance",en,1992-02-07,5.7
Grand Isle,"Thriller,Action",en,2019-12-06,5.7
Addio fottuti musi verdi,"Comedy,Science Fiction",it,2017-11-09,5.7
Porky's II: The Next Day,Comedy,en,1983-06-24,5.7
Four Rooms,"Crime,Comedy",en,1995-12-09,5.7
Hangman,"Mystery,Crime,Thriller",en,2017-12-22,5.7
The Maiden Heist,"Comedy,Crime",en,2009-05-09,5.7
Iron Sky,"Action,Comedy,Science Fiction",en,2012-03-10,5.7
Fame,"Music,Comedy,Drama,Romance",en,2009-09-23,5.7
Legionnaire,"Adventure,Action,History,War",en,1998-12-03,5.7
Picture This,Comedy,en,2008-07-13,5.7
OSS 117: From Africa with Love,"Comedy,Adventure,Action",fr,2021-08-04,5.7
Mara,"Crime,Horror,Thriller",en,2018-08-22,5.7
Destination Wedding,"Romance,Comedy,Drama",en,2018-08-02,5.7
Boo! A Madea Halloween,"Comedy,Horror",en,2016-10-21,5.7
Abraham Lincoln: Vampire Hunter,"Action,Fantasy,Horror",en,2012-06-20,5.7
The Stepford Wives,"Comedy,Science Fiction,Horror,Thriller",en,2004-06-10,5.7
Boo 2! A Madea Halloween,"Horror,Comedy",en,2017-10-20,5.7
Black Water,"Action,Thriller",en,2018-05-18,5.7
Ever Been to the Moon?,"Comedy,Romance",it,2015-01-22,5.7
"Me, Them and Lara","Comedy,Drama",it,2010-01-05,5.7
Based on a True Story,"Thriller,Mystery,Drama",fr,2017-11-01,5.7
Hit & Run,"Action,Comedy,Romance",en,2012-08-22,5.7
2 Days in New York,"Comedy,Drama,Romance",en,2012-03-28,5.7
My Best Friend's Girl,"Romance,Comedy",en,2008-09-19,5.7
Cabin Fever,Horror,en,2003-08-15,5.7
The Reaping,Horror,en,2007-04-05,5.7
The Do-Over,"Action,Adventure,Comedy",en,2016-05-27,5.7
The Dark Tower,"Fantasy,Action,Science Fiction,Adventure",en,2017-08-03,5.7
Jenny's Wedding,"Comedy,Drama",en,2015-07-31,5.7
Goon: Last of the Enforcers,Comedy,en,2017-03-17,5.7
Fire with Fire,"Action,Crime,Drama,Thriller",en,2012-08-31,5.7
Cockneys vs Zombies,"Comedy,Horror",en,2012-08-31,5.7
Kaboom,"Comedy,Drama,Mystery,Romance,Science Fiction,Thriller,Horror",en,2010-10-06,5.7
The Three Kings,"Comedy,Adventure,Fantasy",fr,2001-12-12,5.7
Cube Zero,"Mystery,Science Fiction,Thriller",en,2004-10-10,5.7
The Hills Run Red,"Horror,Thriller,Mystery",en,2009-06-12,5.7
Disturbing Behavior,"Mystery,Horror,Science Fiction",en,1998-07-24,5.7
"Il ricco, il povero e il maggiordomo",Comedy,it,2014-12-11,5.7
Immortal,"Drama,Action,Science Fiction",fr,2004-03-13,5.7
My Cousin Rachel,"Drama,Romance",en,2017-06-08,5.7
Haywire,"Action,Drama,Thriller",en,2011-11-01,5.7
Snow Dogs,"Comedy,Family,Adventure",en,2002-01-18,5.7
Masters of the Universe,"Action,Fantasy,Science Fiction,Adventure,Thriller",en,1987-08-07,5.7
Pathfinder,"Adventure,Action",en,2007-01-11,5.7
Hellraiser III: Hell on Earth,Horror,en,1992-09-11,5.7
Max Steel,"Action,Adventure,Science Fiction",en,2016-10-14,5.7
The Angriest Man in Brooklyn,"Drama,Comedy",en,2014-05-23,5.7
Hot Pursuit,"Action,Comedy,Crime",en,2015-05-08,5.7
You Don't Mess with the Zohan,"Comedy,Action",en,2008-06-05,5.7
Moms' Night Out,Comedy,en,2014-03-25,5.7
Artemis Fowl,"Adventure,Fantasy,Science Fiction,Family,Action",en,2020-06-12,5.7
The Bay,"Horror,Science Fiction,Thriller",en,2012-09-13,5.7
C.H.U.D.,"Horror,Science Fiction",en,1984-08-31,5.7
Hudson Hawk,"Action,Adventure,Comedy",en,1991-05-23,5.7
Love Wedding Repeat,"Comedy,Romance",en,2020-04-10,5.7
Lavender,"Drama,Thriller",en,2016-11-04,5.7
High-Rise,Drama,en,2015-11-22,5.7
Clown,Horror,en,2014-11-13,5.7
Jean-Philippe,Comedy,fr,2006-04-05,5.7
Chain Reaction,"Science Fiction,Action,Drama,Thriller",en,1996-08-02,5.7
Earth Girls Are Easy,"Comedy,Science Fiction",en,1988-09-08,5.7
Good on Paper,"Comedy,Romance",en,2021-06-23,5.7
The English Teacher,"Comedy,Drama,Romance",en,2013-05-16,5.7
Red Dawn,"Action,Thriller",en,2012-03-15,5.7
Urban Legend,"Horror,Thriller",en,1998-09-25,5.7
Thunder Force,"Action,Adventure,Comedy,Science Fiction",en,2021-04-09,5.7
Surviving Christmas,"Comedy,Romance",en,2004-09-21,5.7
The Dentist,"Horror,Thriller",en,1996-06-07,5.7
Trauma Center,"Action,Thriller",en,2019-12-06,5.7
The Man with the Iron Fists 2,Action,en,2015-03-10,5.7
Ask Me Anything,Drama,en,2014-04-19,5.7
Skiptrace,"Action,Comedy,Thriller,Mystery",en,2016-07-21,5.7
Mickey Blue Eyes,"Comedy,Crime,Romance",en,1999-08-16,5.7
The Green Inferno,"Horror,Thriller,Adventure",en,2013-09-08,5.7
Herbie Fully Loaded,"Comedy,Family,Adventure,Fantasy,Romance",en,2005-06-22,5.7
The House Bunny,"Romance,Comedy",en,2008-08-22,5.7
Renegades,"Thriller,Action",en,2017-08-21,5.7
Prom Night,"Horror,Thriller",en,1980-07-18,5.7
Revenge of the Nerds II: Nerds in Paradise,Comedy,en,1987-07-10,5.7
Kill Me Three Times,"Comedy,Thriller,Mystery",en,2015-04-10,5.6
Viral,"Drama,Horror,Science Fiction",en,2016-02-18,5.6
Girl Most Likely,Comedy,en,2012-09-07,5.6
The In-Laws,"Action,Comedy",en,2003-05-23,5.6
El Camino Christmas,"Comedy,Crime,Drama",en,2017-12-08,5.6
The Volcano,Comedy,fr,2013-10-02,5.6
Z for Zachariah,Science Fiction,en,2015-08-13,5.6
Universal Soldier: Regeneration,"Adventure,Action,Science Fiction,Thriller",en,2009-10-01,5.6
Voice from the Stone,"Drama,Mystery,Romance",en,2017-04-28,5.6
Picture Perfect,"Romance,Comedy",en,1997-08-01,5.6
Joe Versus the Volcano,"Comedy,Romance",en,1990-03-09,5.6
The Hole in the Ground,Horror,en,2019-03-01,5.6
Blue Mountain State: The Rise of Thadland,Comedy,en,2016-02-02,5.6
Runner Runner,"Crime,Thriller,Drama",en,2013-09-24,5.6
Love Lasts Three Years,"Romance,Comedy",fr,2011-12-10,5.6
Freaks – You're One of Us,"Drama,Fantasy,Thriller",de,2020-09-02,5.6
You Get Me,"Thriller,Romance,Drama",en,2017-06-19,5.6
Noah,"Drama,Adventure",en,2014-03-07,5.6
The Banger Sisters,"Comedy,Drama",en,2002-09-20,5.6
Hell Fest,Horror,en,2018-09-27,5.6
Alvin and the Chipmunks: The Squeakquel,"Comedy,Family,Animation,Fantasy,Music",en,2009-12-21,5.6
Joshua,"Drama,Thriller,Horror",en,2007-01-21,5.6
Skylines,"Science Fiction,Action",en,2020-10-25,5.6
Evidence,"Horror,Thriller,Mystery",en,2013-07-19,5.6
Bait,"Action,Horror,Thriller",en,2012-09-05,5.6
Ra.One,"Adventure,Action,Science Fiction",hi,2011-10-24,5.6
Drop Zone,"Action,Thriller",en,1994-12-08,5.6
Diana,"Drama,Romance",en,2013-09-19,5.6
Billionaire Boys Club,"Drama,Thriller",en,2018-07-19,5.6
Open Season 3,"Adventure,Animation,Family,Comedy",en,2010-10-21,5.6
Aliens in the Attic,"Adventure,Comedy,Family,Fantasy,Science Fiction",en,2009-07-31,5.6
The Hallow,"Fantasy,Horror",en,2015-11-06,5.6
Some Kind of Beautiful,Comedy,en,2015-07-16,5.6
Hall Pass,"Comedy,Romance",en,2011-02-25,5.6
Lucky You,"Drama,Romance",en,2007-05-01,5.6
Non c'è campo,"Comedy,Romance",it,2017-11-02,5.6
The Last Exorcism,"Horror,Thriller",en,2010-08-27,5.6
Bulletproof,"Comedy,Crime,Action",en,1996-09-06,5.6
See You Yesterday,"Science Fiction,Drama,Adventure,Crime,Action",en,2019-05-03,5.6
The Nutty Professor,"Fantasy,Comedy,Romance,Science Fiction",en,1996-06-26,5.6
Garfield,"Animation,Comedy,Family",en,2004-06-10,5.6
Little Fockers,"Comedy,Romance",en,2010-12-21,5.6
The Texas Chainsaw Massacre 2,"Comedy,Horror",en,1986-08-22,5.6
Our House,"Horror,Drama,Thriller",en,2018-07-27,5.6
Office Christmas Party,Comedy,en,2016-11-25,5.6
Smokey and the Bandit II,"Action,Comedy",en,1980-08-15,5.6
Reindeer Games,"Thriller,Action,Crime,Drama",en,2000-02-25,5.6
The Slumber Party Massacre,Horror,en,1982-11-12,5.6
Pathology,"Crime,Horror,Thriller",en,2008-04-11,5.6
Turbo: A Power Rangers Movie,"Action,Adventure,Family,Fantasy,Science Fiction,Thriller",en,1997-03-27,5.6
The Black Dahlia,"Drama,Crime,Thriller",en,2006-09-15,5.6
Flubber,"Comedy,Family,Science Fiction",en,1997-11-26,5.6
Survivor,"Crime,Action,Thriller",en,2015-05-21,5.6
Playing for Keeps,"Comedy,Romance",en,2012-11-29,5.6
Dinner for Schmucks,Comedy,en,2010-07-30,5.6
Kiss of Death,Action,en,1995-04-21,5.6
Wild Card,"Thriller,Crime,Action",en,2015-01-14,5.6
Beverly Hills Ninja,"Comedy,Action",en,1997-01-17,5.6
Rumor Has It...,"Comedy,Romance",en,2005-12-22,5.6
Sibyl,"Drama,Comedy",fr,2019-05-24,5.6
"Legally Blonde 2: Red, White & Blonde",Comedy,en,2003-07-02,5.6
Dark Was the Night,"Horror,Thriller",en,2014-10-17,5.6
Si vive una volta sola,Comedy,it,2021-04-28,5.6
The Vanishing,"Thriller,Mystery",en,2019-01-04,5.6
Captive State,Science Fiction,en,2019-03-15,5.6
The Haunted Mansion,"Thriller,Fantasy,Comedy,Family,Mystery",en,2003-11-25,5.6
Chapter 27,Drama,en,2007-01-25,5.6
The House,Comedy,en,2017-06-29,5.6
Universal Soldier: The Return,"Action,Science Fiction",en,1999-08-05,5.6
The Predator,"Science Fiction,Action,Adventure,Comedy,Horror",en,2018-09-05,5.6
Men at Work,"Comedy,Crime",en,1990-08-24,5.6
Amusement,"Horror,Thriller,Mystery",en,2008-10-09,5.6
The Getaway,"Action,Crime,Drama,Mystery,Romance,Thriller",en,1994-02-11,5.6
Indovina chi viene a Natale?,Comedy,it,2013-12-19,5.6
Three to Tango,"Comedy,Romance",en,1999-10-22,5.6
Little Evil,"Comedy,Horror",en,2017-08-08,5.6
Sherlock Gnomes,"Animation,Family,Fantasy,Comedy,Adventure,Mystery",en,2018-03-15,5.6
Gods of Egypt,"Action,Adventure,Fantasy",en,2016-02-25,5.6
Boomerang,"Comedy,Romance",en,1992-06-30,5.6
Buffy the Vampire Slayer,"Action,Comedy,Horror",en,1992-07-24,5.6
In Fabric,"Horror,Fantasy,Comedy",en,2018-12-06,5.6
On the Road,"Adventure,Drama",en,2012-05-22,5.6
Murder Party,"Comedy,Horror",en,2007-10-12,5.6
Serena,Drama,en,2014-10-12,5.6
D-Tox,"Action,Thriller,Horror",en,2002-01-04,5.6
Maximum Risk,"Action,Thriller",en,1996-09-13,5.6
Redcon-1,"Action,Horror,Science Fiction",en,2018-09-07,5.6
Exit Wounds,"Action,Crime,Thriller",en,2001-03-13,5.6
Rogue,"Action,Adventure",en,2020-08-20,5.6
Detention,"Horror,Comedy,Science Fiction",en,2011-03-16,5.6
Wish Upon,"Horror,Thriller,Fantasy",en,2017-07-07,5.6
Misconduct,"Thriller,Drama,Mystery",en,2016-02-05,5.6
The Final Destination,"Horror,Mystery",en,2009-08-26,5.6
Yogi Bear,"Comedy,Family,Animation,Adventure",en,2010-12-17,5.6
Return to House on Haunted Hill,"Horror,Thriller",en,2007-10-03,5.6
Semi-Pro,Comedy,en,2008-02-28,5.6
9 Songs,"Drama,Music,Romance",en,2004-05-16,5.6
Big Ass Spider!,Science Fiction,en,2013-10-17,5.6
Get Over It,"Comedy,Romance",en,2001-03-08,5.6
American Pie Presents: Beta House,Comedy,en,2007-12-10,5.6
The Tuche Family: The American Dream,Comedy,fr,2016-02-03,5.6
Last Days,Drama,en,2005-06-12,5.6
Cadaver,"Drama,Horror,Thriller",no,2020-10-22,5.6
Come and Find Me,"Drama,Thriller",en,2016-11-11,5.6
Invasion U.S.A.,Action,en,1985-09-27,5.6
Sabotage,"Action,Drama,Thriller,Crime",en,2014-03-28,5.6
Wrong Turn 3: Left for Dead,"Horror,Thriller",en,2009-10-20,5.6
Fun Size,Comedy,en,2012-10-24,5.6
Twin Murders: The Silence of the White City,"Drama,Thriller",es,2019-10-25,5.6
Ogni maledetto Natale,Comedy,it,2014-11-27,5.6
The Cloverfield Paradox,"Horror,Science Fiction,Action,Thriller",en,2018-02-04,5.6
Captain Ron,"Adventure,Comedy,Family",en,1992-09-18,5.6
The Last Legion,"Action,Adventure,Fantasy,War",en,2007-04-19,5.6
"You, Me and Dupree","Comedy,Romance",en,2006-07-13,5.6
Classe Z,Comedy,it,2017-03-30,5.6
Knight of Cups,"Romance,Drama",en,2015-02-08,5.6
Godzilla,"Science Fiction,Action,Thriller",en,1998-05-20,5.6
The Crucifixion,"Horror,Mystery,Thriller",en,2017-04-27,5.6
They Came Together,Comedy,en,2014-06-27,5.6
Leprechaun,"Comedy,Horror",en,1993-01-08,5.6
My Favorite Martian,"Comedy,Drama,Family,Science Fiction",en,1999-02-11,5.6
An Easy Girl,"Comedy,Drama",fr,2019-08-28,5.6
When Angels Sleep,"Thriller,Crime",es,2018-09-07,5.6
Æon Flux,"Science Fiction,Action,Thriller",en,2005-11-30,5.6
Fantastic Four: Rise of the Silver Surfer,"Adventure,Fantasy,Action,Thriller",en,2007-06-13,5.6
Budapest,Comedy,fr,2018-06-27,5.6
The Paperboy,"Thriller,Drama,Mystery",en,2012-09-14,5.6
The Box,"Thriller,Science Fiction",en,2009-09-17,5.6
Vengeance: A Love Story,"Thriller,Drama",en,2017-03-16,5.6
A Case of You,"Comedy,Romance",en,2013-11-06,5.6
Admission,"Comedy,Drama,Romance",en,2013-03-21,5.6
The Rental,Horror,en,2020-07-23,5.6
The Bonfire of the Vanities,"Crime,Comedy,Drama",en,1990-12-21,5.6
Dark Water,"Horror,Mystery",en,2005-07-08,5.6
"War, Inc.","Action,Adventure,Comedy,Thriller",en,2008-04-28,5.6
Striptease,"Comedy,Crime,Drama",en,1996-06-28,5.6
Penny Pincher!,Comedy,fr,2016-09-28,5.6
The Incredible Burt Wonderstone,Comedy,en,2013-03-14,5.6
G.I. Joe: Retaliation,"Science Fiction,Adventure,Action,Thriller",en,2013-03-27,5.6
Arthur,"Comedy,Romance",en,2011-04-08,5.6
Spy Kids 2: The Island of Lost Dreams,"Action,Adventure,Family,Comedy",en,2002-08-07,5.6
The Strangers: Prey at Night,"Horror,Thriller",en,2018-03-07,5.6
House on Haunted Hill,"Horror,Mystery,Thriller",en,1999-10-29,5.6
The Night Listener,"Drama,Thriller",en,2006-02-12,5.6
The Astronaut's Wife,"Drama,Science Fiction,Thriller",en,1999-08-26,5.6
Slaughterhouse Rulez,"Action,Comedy,Fantasy,Horror",en,2018-10-31,5.6
Norbit,Comedy,en,2007-02-08,5.6
Horse Girl,Drama,en,2020-01-27,5.6
White Noise,"Drama,Horror,Thriller",en,2005-01-07,5.6
Are We There Yet?,"Family,Adventure,Comedy,Romance",en,2005-01-20,5.6
George of the Jungle,"Adventure,Comedy,Family,Romance",en,1997-07-15,5.6
Lady in the Water,"Drama,Fantasy,Mystery",en,2006-07-20,5.6
View from the Top,"Comedy,Romance",en,2003-03-21,5.6
Confessions of a Teenage Drama Queen,Comedy,en,2004-02-17,5.6
Alone,"Science Fiction,Fantasy",fr,2017-02-08,5.6
The Medallion,"Thriller,Fantasy,Action,Comedy",en,2003-08-15,5.6
Machete Kills,"Action,Crime,Thriller",en,2013-09-12,5.6
The Guilt Trip,Comedy,en,2012-12-19,5.6
Brüno,Comedy,en,2009-07-08,5.6
The Day the Earth Stood Still,"Drama,Science Fiction,Thriller",en,2008-12-10,5.6
There's Someone Inside Your House,"Thriller,Horror,Mystery",en,2021-09-24,5.6
By the Sea,"Drama,Romance",en,2015-11-12,5.6
Catch That Kid,"Family,Action,Adventure",en,2004-02-06,5.6
College Road Trip,"Comedy,Family",en,2008-03-07,5.6
Cowboys & Aliens,"Action,Science Fiction,Thriller,Western",en,2011-07-29,5.6
The Rhythm Section,"Action,Thriller",en,2020-01-31,5.6
Bad Teacher,Comedy,en,2011-05-16,5.6
Babylon A.D.,"Action,Adventure,Science Fiction,Thriller",en,2008-08-20,5.6
The Grudge,"Horror,Mystery",en,2020-01-01,5.6
Mute,"Science Fiction,Mystery,Thriller",en,2018-02-23,5.6
Diary of the Dead,"Fantasy,Horror,Science Fiction,Thriller",en,2008-02-22,5.6
Shocker,Horror,en,1989-10-27,5.6
Psycho III,"Horror,Thriller",en,1986-04-02,5.6
An American Haunting,"Horror,Thriller,Mystery",en,2005-05-05,5.6
Savages,Comedy,it,1995-12-15,5.6
Cyborg,"Science Fiction,Action",en,1989-04-07,5.6
[REC]⁴ Apocalypse,"Thriller,Horror",es,2014-10-31,5.6
L'abbiamo fatta grossa,"Comedy,Family",it,2016-01-28,5.6
The Damned,"Thriller,Horror,Mystery",en,2013-10-17,5.6
On the Other Side of the Tracks,"Comedy,Action,Crime",fr,2012-12-15,5.6
Leprechaun 2,"Comedy,Horror",en,1994-04-07,5.6
Tremors 4: The Legend Begins,"Action,Comedy,Horror,Western",en,2004-01-02,5.6
"Big Mommas: Like Father, Like Son","Crime,Comedy,Action",en,2011-02-16,5.6
Bliss,"Science Fiction,Romance,Drama",en,2021-02-05,5.6
The Beach Bum,Comedy,en,2019-03-21,5.6
Exists,Horror,en,2014-03-17,5.6
Mirrors 2,"Horror,Mystery,Fantasy",en,2010-10-18,5.6
Honeymoon in Vegas,"Comedy,Romance",en,1992-08-28,5.6
Soap Opera,Comedy,it,2014-10-23,5.6
Cop Out,"Action,Comedy,Crime",en,2010-02-26,5.6
Nine,"Drama,Music,Romance",en,2009-12-03,5.6
The Sitter,Comedy,en,2011-12-09,5.6
Flipper,"Adventure,Family",en,1996-05-17,5.6
War Machine,"Comedy,Drama,War",en,2017-05-26,5.6
Babe: Pig in the City,"Adventure,Comedy,Drama,Family,Fantasy",en,1998-11-25,5.6
Regression,"Horror,Mystery,Thriller",en,2015-10-01,5.6
The Green Hornet,"Action,Crime,Comedy",en,2011-01-12,5.6
Without a Paddle,"Comedy,Action,Adventure,Thriller",en,2004-08-20,5.6
Terminal,"Crime,Drama,Thriller",en,2018-05-10,5.5
We Are Still Here,Horror,en,2015-06-05,5.5
Dreamcatcher,"Drama,Horror,Science Fiction,Thriller",en,2003-03-21,5.5
Tifosi,Comedy,it,1999-10-01,5.5
Taxi,"Action,Comedy,Thriller,Crime",en,2004-10-06,5.5
White Noise 2: The Light,"Thriller,Horror,Fantasy",en,2007-01-05,5.5
The Cured,"Horror,Drama,Science Fiction",en,2017-11-24,5.5
Beyond Re-Animator,"Comedy,Horror,Science Fiction",en,2003-04-04,5.5
Universal Soldier: Day of Reckoning,"Action,Science Fiction,Thriller",en,2012-10-04,5.5
The Scorpion King,"Action,Adventure,Fantasy",en,2002-04-18,5.5
Jem and the Holograms,"Fantasy,Music,Family",en,2015-10-22,5.5
Retreat,"Horror,Drama,Thriller",en,2011-10-14,5.5
Joe Dirt,"Mystery,Adventure,Comedy,Romance,Drama",en,2001-04-10,5.5
Blood and Chocolate,"Drama,Fantasy,Horror,Romance",en,2007-01-26,5.5
12 Rounds 2: Reloaded,"Action,Adventure",en,2013-06-01,5.5
The Oranges,"Comedy,Romance,Drama",en,2011-09-09,5.5
The Possession of Hannah Grace,"Horror,Drama",en,2018-11-29,5.5
The Emoji Movie,"Animation,Family,Comedy",en,2017-07-23,5.5
Employee of the Month,"Comedy,Romance",en,2006-10-06,5.5
The Omen,Horror,en,2006-06-06,5.5
Taxi 4,"Action,Comedy",fr,2007-02-10,5.5
The Dinosaur Project,"Adventure,Action,Horror",en,2012-08-09,5.5
Suspect Zero,"Crime,Thriller",en,2004-08-27,5.5
Evan Almighty,"Fantasy,Comedy,Family",en,2007-06-09,5.5
I Am Wrath,"Action,Crime,Drama,Thriller",en,2016-04-14,5.5
Truth or Dare,"Horror,Thriller,Mystery",en,2012-08-05,5.5
Dumb and Dumber To,Comedy,en,2014-11-12,5.5
The Watch,"Comedy,Action,Science Fiction",en,2012-07-26,5.5
The Juror,Thriller,en,1996-02-02,5.5
Animals United,"Animation,Family,Comedy",de,2010-10-07,5.5
Hatchet II,"Horror,Comedy,Thriller",en,2010-08-26,5.5
Darkness Falls,"Thriller,Horror",en,2003-01-24,5.5
Taxi 5,"Comedy,Action",fr,2018-04-07,5.5
Kill Command,"Action,Horror,Science Fiction",en,2016-05-13,5.5
Jeruzalem,Horror,en,2016-01-22,5.5
Bullet to the Head,"Action,Crime,Thriller",en,2012-03-22,5.5
Collide,"Thriller,Action",en,2016-06-10,5.5
Sorority Row,"Horror,Mystery",en,2009-09-09,5.5
Shutter,"Horror,Mystery,Thriller",en,2008-03-21,5.5
The Lawnmower Man,"Science Fiction,Horror",en,1992-03-05,5.5
In the Tall Grass,"Horror,Drama,Thriller",en,2019-09-20,5.5
Friend Request,"Horror,Thriller",en,2016-01-07,5.5
One for the Money,"Action,Comedy,Crime",en,2012-01-26,5.5
12 Feet Deep,"Thriller,Horror",en,2017-06-20,5.5
Dude,Comedy,en,2018-04-20,5.5
The Wild,"Family,Animation",en,2006-03-06,5.5
Sandy Wexler,Comedy,en,2017-04-14,5.5
Unfriended,"Horror,Thriller,Mystery",en,2015-04-17,5.5
Grave Encounters 2,Horror,en,2012-10-12,5.5
My Soul to Take,"Horror,Mystery,Drama",en,2010-10-08,5.5
Cool World,"Animation,Comedy,Fantasy",en,1992-07-10,5.5
All the Boys Love Mandy Lane,"Horror,Mystery,Thriller",en,2006-09-09,5.5
Camping,Comedy,fr,2006-04-26,5.5
Down a Dark Hall,"Thriller,Drama,Fantasy,Horror",en,2018-08-01,5.5
COVID-21: Lethal Virus,"Science Fiction,Thriller,Horror",en,2021-01-01,5.5
100 Feet,"Horror,Thriller",en,2008-07-22,5.5
Twisted,"Action,Adventure,Crime,Drama,Thriller",en,2004-02-27,5.5
Beethoven's 2nd,"Family,Comedy",en,1993-12-14,5.5
Ghost Rider,"Thriller,Action,Fantasy",en,2007-01-15,5.5
Hellboy,"Fantasy,Action,Adventure,Science Fiction",en,2019-04-10,5.5
Finalmente la felicità,Comedy,it,2011-12-16,5.5
Over Her Dead Body,Comedy,en,2008-02-01,5.5
Coffee & Kareem,"Comedy,Action,Crime",en,2020-04-03,5.5
A Nightmare on Elm Street,"Horror,Mystery,Thriller",en,2010-04-30,5.5
King Solomon's Mines,"Action,Adventure,Comedy",en,1985-11-22,5.5
